# Constructed from biom file
#OTU ID	D.MGU.15	D.NRR.9	L.MR02.C15	U.GLC.22	U.MR.33	U.OLI.27
d7ec23ebad7e4698083e474a5c27fa63	0.0	0.0	5358.0	0.0	0.0	0.0
e80ee6bd405ab1172cd443723891b1d0	3886.0	0.0	0.0	602.0	0.0	791.0
04f457a4a21d35af2a0822918d935c3a	0.0	0.0	5253.0	0.0	0.0	0.0
0a0c32327bdb2103548478cfc0781a7c	0.0	0.0	5138.0	0.0	0.0	0.0
b3f0c8d86cba804c0ed559b3f77581de	0.0	431.0	4285.0	0.0	0.0	352.0
9f8b16f780589d38ccbb4a92b6cc258b	0.0	0.0	0.0	0.0	5014.0	0.0
fd6514868d939904be230137bd6c6622	0.0	0.0	4984.0	0.0	0.0	0.0
c5453cac37828662de87a359c4ebe7c1	3764.0	0.0	0.0	0.0	0.0	1211.0
8ca925f4d7dd1fa0d44d04c16a4138f4	0.0	4969.0	0.0	0.0	0.0	0.0
ebc73a6746942b166fb627b7b92f981e	0.0	0.0	4874.0	0.0	0.0	0.0
e7d94e589236a4ffa99cd60766edbfb8	0.0	0.0	4822.0	0.0	0.0	0.0
a4bde8d1a3dba48fd6d44574b48b793f	0.0	4819.0	0.0	0.0	0.0	0.0
15f3a20b66dafd9edeebd17bc71ff645	0.0	0.0	4808.0	0.0	0.0	0.0
9aa5b9e3102558e4600121e50cd50b45	0.0	0.0	4799.0	0.0	0.0	0.0
f6096e5895aee095af8701ffec2b4273	0.0	0.0	0.0	0.0	4754.0	0.0
caec4a78c43c38d1bf617bbd3a3dc3d2	0.0	4722.0	0.0	0.0	0.0	0.0
af1e61313b4c8bb76995a921d6e39645	4718.0	0.0	0.0	0.0	0.0	0.0
e783488708509f26ddc8c0f8bc697020	0.0	0.0	4422.0	290.0	0.0	0.0
275fbdaf76afb2ddeafdd75f3f7c3895	0.0	0.0	0.0	0.0	4666.0	0.0
becbf5488104376bfc2fa8e7c4b6cb48	0.0	0.0	4632.0	0.0	0.0	0.0
ab6c3584229c699522fd9ef7b36da329	0.0	4532.0	0.0	0.0	0.0	0.0
75a21e9c3bb6736c3ae2d4bf6bd05178	0.0	0.0	0.0	0.0	4525.0	0.0
125094fb703791c5c259f300a1d5379c	0.0	0.0	4517.0	0.0	0.0	0.0
df8e0d37cc72d757a11973194f6ac9d3	0.0	0.0	4391.0	0.0	0.0	0.0
8b5bf877c3ebc2b002c38cf8d486ba08	2494.0	0.0	0.0	605.0	0.0	1271.0
4bcf61a7c6e38ee3264ff7654b83cebb	0.0	0.0	4338.0	0.0	0.0	0.0
75fbd237b86c24e3afa30b80690c9657	0.0	0.0	0.0	0.0	4332.0	0.0
17aadc0d78f4366e721a2d46dc6bd7c5	4316.0	0.0	0.0	0.0	0.0	0.0
1ac96a82fd5a1dac43955f8a60a0412d	0.0	0.0	4297.0	0.0	10.0	0.0
580d5d8f88e76adcab767cf120312cd3	0.0	0.0	0.0	4286.0	0.0	0.0
24a243c38014e2daa1fadd8c23ec578f	45.0	4237.0	0.0	0.0	0.0	0.0
f72b7271186d8bc3858b68fa08c053bf	0.0	0.0	4278.0	0.0	0.0	0.0
7c0084ef0503b97145e8201bacdc7b18	1924.0	0.0	2219.0	0.0	0.0	115.0
698663621ace6a71c80cc80971f8fd3f	0.0	0.0	4250.0	0.0	0.0	0.0
2af301bc4bf49c7a638bc872b4c7d2b9	2047.0	0.0	2166.0	0.0	0.0	0.0
2e382fd24dd4ad2a9848a8b1f2e52344	0.0	0.0	4171.0	0.0	0.0	0.0
eb32a012c760e34a699959d3d6d94816	0.0	4151.0	0.0	0.0	0.0	0.0
6cc14da1c4b8c71c910fe87e8ebab5da	0.0	0.0	0.0	0.0	4104.0	0.0
07d0062e63a21a31a692129f8fe16ac6	0.0	0.0	0.0	0.0	4089.0	0.0
5bc3a63bff2781064879c1c9d7f51d58	0.0	4063.0	0.0	0.0	0.0	0.0
16676d4ab16e893027cd01cc3ee00921	0.0	0.0	3990.0	0.0	0.0	0.0
e70c011e7cb6b44448c462d884758389	0.0	0.0	3943.0	0.0	0.0	0.0
fb09788c15432da8b92ca0d91297829b	0.0	0.0	3940.0	0.0	0.0	0.0
85897c7dd72c28fe9c4d734a0e5cfee9	0.0	3907.0	0.0	0.0	0.0	0.0
59046becf86f2f85612cf1a1676b36ca	0.0	0.0	3891.0	0.0	0.0	0.0
6466aa53adc18d74c66bfebb47d6c1fb	0.0	0.0	3855.0	0.0	0.0	0.0
96cd9f6bc211c0dfd8f22bd34ec11799	2263.0	0.0	0.0	0.0	0.0	1478.0
c2f902b9193bd1b2206c92e65d3af2f9	0.0	1067.0	0.0	15.0	2646.0	0.0
6849271a13e66a632b4ef6ae0476d60d	2156.0	0.0	0.0	531.0	0.0	1025.0
61d00604e38b44f54bcc2ef7e2130c8b	3711.0	0.0	0.0	0.0	0.0	0.0
b2d893db3be30fbca02a2b2773f8be67	0.0	0.0	3634.0	0.0	0.0	0.0
3d318ec6ee7337b7856d2e9519d907ec	3631.0	0.0	0.0	0.0	0.0	0.0
3a651ea9e4fc9860d5660e42946e2076	3611.0	0.0	0.0	0.0	0.0	0.0
974ec518740f9b95571d3738a1bdf1d8	0.0	3585.0	0.0	0.0	0.0	0.0
cfa9c5e0a1c94ca3f4168006e1ce7a40	0.0	0.0	3565.0	20.0	0.0	0.0
ae402730ccc9af4f78f96d68969b0d5d	0.0	0.0	3575.0	0.0	0.0	0.0
8621d1184de7d74a61a7cd4a2c1d9f4d	0.0	0.0	0.0	0.0	0.0	3572.0
2815066710a41d2b22a1b25d0578938c	3518.0	0.0	0.0	0.0	0.0	0.0
d7f01fb615ad77740e03ef21c9d07817	3501.0	0.0	0.0	0.0	0.0	0.0
5c68019295b8c9b20388c7a206ae474e	0.0	3500.0	0.0	0.0	0.0	0.0
74aa0033fc2b472317b84ce9154c1888	3468.0	0.0	0.0	0.0	0.0	0.0
159cfa7a65f79e40a50ed315bb3d7cb1	2311.0	0.0	0.0	0.0	0.0	1072.0
c88fc469c6021db7c78ba14e33b63c90	3370.0	0.0	0.0	0.0	0.0	0.0
9e2d3eaffc5d6cdfb3a3caeb4d7a5ef1	3368.0	0.0	0.0	0.0	0.0	0.0
06983c25787a3cde47cca98163c4b955	3318.0	0.0	0.0	0.0	0.0	0.0
8df4e45100e8ccb230c06fa97939f802	0.0	0.0	3255.0	0.0	0.0	0.0
5a88e06b1fe1645ee5c7f04d2edd14fb	2099.0	0.0	0.0	0.0	0.0	1145.0
a15df753fde74512f2dac45c7b40f529	0.0	3234.0	0.0	0.0	0.0	0.0
d3d16f870dfadf956370c3aba43e4098	0.0	0.0	812.0	0.0	2411.0	0.0
190bcf53c5b85687fcf8e4624cd3cafd	0.0	0.0	3220.0	0.0	0.0	0.0
4e45c430752f77fce37544ef2c0e0790	0.0	0.0	0.0	0.0	0.0	3220.0
cd08c93bf94181773b29976b4a605ef3	3154.0	0.0	0.0	0.0	0.0	0.0
cc4101c98b68935dae61489f695938ef	3122.0	0.0	0.0	0.0	0.0	0.0
3fef13bd69e43af0ede6370653292a80	0.0	0.0	3108.0	0.0	0.0	0.0
1b747bdf06abf6ba77fef41ebcb295c8	0.0	0.0	3051.0	0.0	0.0	0.0
402ee1e9d575f78d3677a5d72cce5eb7	3021.0	0.0	0.0	0.0	0.0	0.0
f5886529affc7cf2cee03ee786e44f9d	0.0	0.0	2999.0	0.0	0.0	0.0
dadc07a56bde56b6935618a72a3602d0	0.0	0.0	2997.0	0.0	0.0	0.0
42ea9fd584b657b1dabf3c9ebc4ccd80	0.0	0.0	2993.0	0.0	0.0	0.0
ade8032e459561cfe5f2edfc405d2d86	0.0	0.0	0.0	0.0	2970.0	0.0
3f7234d3a8ae18f1ab3ee5e52e7ce935	0.0	0.0	2917.0	0.0	0.0	0.0
209ed70cd4d29a2edab048917b06baf2	0.0	0.0	0.0	0.0	2903.0	0.0
a7eda64f4da084ff5cda94d17f48b6fb	0.0	0.0	2888.0	0.0	0.0	0.0
b385ef53cf6e9063b05840450c5390e1	0.0	0.0	2884.0	0.0	0.0	0.0
393b9515f910e5983e71b248c8101447	0.0	0.0	0.0	0.0	0.0	2859.0
dcd25f9e989359863cbb6c4125c15c90	2855.0	0.0	0.0	0.0	0.0	0.0
d72de710dbb86978ce97d7450f9a556d	2846.0	0.0	0.0	0.0	0.0	0.0
2f5169985b44d6c6ff7ce2faca5e61dc	0.0	0.0	2482.0	0.0	0.0	364.0
5ae49e8c692638f9a34ff1812f27ecde	2841.0	0.0	0.0	0.0	0.0	0.0
d96fbcf23961eae8c422e8e564fac659	1849.0	0.0	0.0	417.0	0.0	561.0
d4c464e8d3f6287f4aa66304db995582	2815.0	0.0	0.0	0.0	0.0	0.0
9ca934fa1f6181b17eada7cacf1950b2	2813.0	0.0	0.0	0.0	0.0	0.0
4eb1dc469886b33d1b5b9e280db6f2a1	0.0	0.0	0.0	0.0	2799.0	0.0
3c90ad4df91caf8bbbf3b30249775aaa	2781.0	0.0	0.0	0.0	0.0	0.0
21dd18765f3e012083e7ba958c9e7852	2766.0	0.0	0.0	0.0	0.0	0.0
9bf10f2c5929429ada2bff74b3d8c232	2734.0	0.0	0.0	0.0	0.0	0.0
56ff479c4fc88d269802eeed53f88c18	2705.0	0.0	0.0	0.0	0.0	0.0
e23008a013522573aa44baa5e0577c33	2678.0	0.0	0.0	0.0	0.0	0.0
085b1c26d73a86fe507392cd8f6ca103	2136.0	0.0	0.0	0.0	0.0	536.0
2594b76cf9168c4297666a588fef8069	0.0	0.0	2672.0	0.0	0.0	0.0
3257d63168e9af6983ebad90437eb85a	0.0	0.0	2666.0	0.0	0.0	0.0
210549d2623b16cc59d00ea6d571cbf6	2083.0	0.0	0.0	302.0	32.0	223.0
04139f71398a6bd742457ae7abf09da6	0.0	2636.0	0.0	0.0	0.0	0.0
e5a4d7d85eb42e1ab7e451e9df8adf6d	2168.0	0.0	0.0	456.0	0.0	0.0
ed16002d61ab48e7be43bf10d83289ca	1081.0	0.0	0.0	301.0	0.0	1240.0
c329b98d029e7a7e977d6a001d8f9001	2614.0	0.0	0.0	0.0	0.0	0.0
2695cd195dfad1326b293e268c8d7e90	0.0	0.0	2608.0	0.0	0.0	0.0
ff8d3ff3c9728629feca006982a24fb4	2589.0	0.0	0.0	0.0	0.0	0.0
eb175b48283334e153cd542b1756a647	2577.0	0.0	0.0	0.0	0.0	0.0
a2a18fb831f3fe6d690cf3c26918034f	0.0	0.0	2576.0	0.0	0.0	0.0
d9350141d91c8ca03a72f95f378881c6	2572.0	0.0	0.0	0.0	0.0	0.0
082b9084c52f8a4636e2c9315b7f9606	2569.0	0.0	0.0	0.0	0.0	0.0
b1ca336b51f424055a7feb3ecafd6c6a	2568.0	0.0	0.0	0.0	0.0	0.0
15adf14f3301e4c512cd0700666464de	0.0	0.0	2561.0	0.0	0.0	0.0
630fbfd687b8d0208fc50d82c7477f64	2549.0	0.0	0.0	0.0	0.0	0.0
07e863fc29336d459a4989043d91b06a	0.0	0.0	0.0	191.0	0.0	2358.0
6f6be670b702f23ed833c9742d9ad0ea	2527.0	0.0	0.0	0.0	0.0	0.0
e9cb441d87a9dc0a74dc810faf1bb58d	2515.0	0.0	0.0	0.0	0.0	0.0
ba334279510f243e376a1119c137acf4	0.0	0.0	2486.0	0.0	0.0	0.0
6a82efe9074528d333eaf3c3c9565498	2450.0	0.0	0.0	0.0	0.0	0.0
042acbecfe225e8dee222e58b01c0b8c	2450.0	0.0	0.0	0.0	0.0	0.0
94c3ce990a6915e2bd452dafce594333	2449.0	0.0	0.0	0.0	0.0	0.0
316c066a99c55a96b538e1aa3a33e94b	2442.0	0.0	0.0	0.0	0.0	0.0
0eb444ef7eeed9a5a0491fe024dc609a	1913.0	0.0	0.0	526.0	0.0	0.0
7b1bfa393157e1f624b18c2ee2378128	0.0	0.0	0.0	0.0	0.0	2423.0
53e56ca5b5b8e3fb60dab8d9cc9deea1	2422.0	0.0	0.0	0.0	0.0	0.0
88d82843b60257c2e24324bf2f734f18	0.0	2408.0	0.0	0.0	0.0	0.0
54a2923169fc88b44a71c9cb4dd8238b	1533.0	0.0	0.0	0.0	0.0	873.0
d2d8fbd4b7bc1423979476df6e0a2f10	2392.0	0.0	0.0	0.0	0.0	0.0
29c16a83d849dd681c8d214a0bdae10b	2391.0	0.0	0.0	0.0	0.0	0.0
c5801e33f5b0f8f567ea375c2768f4cb	0.0	0.0	0.0	0.0	0.0	2389.0
e33e9a934e9441d0f4db1a8c2248893a	2388.0	0.0	0.0	0.0	0.0	0.0
6934bd1c73e664792ddaab251788cf37	2387.0	0.0	0.0	0.0	0.0	0.0
605dc1f443910a98370a0cd72ea5a49e	1570.0	0.0	0.0	103.0	19.0	691.0
37dbd4933c41e92eb8b41f80155b9bd1	0.0	0.0	2378.0	0.0	0.0	0.0
784678422ab7011ba4c879a26e6b8a35	2369.0	0.0	0.0	0.0	0.0	0.0
83a679afa35ccdf192ea532185ba81bc	0.0	0.0	0.0	0.0	2364.0	0.0
574b275d31ea5470718aa15a8f2e9e86	2363.0	0.0	0.0	0.0	0.0	0.0
e140c23c5de83146636dd9c1ecd32886	1132.0	0.0	0.0	0.0	0.0	1216.0
075488d7b6fbebe6dd85c24fca87e754	0.0	0.0	0.0	0.0	0.0	2335.0
0ca22ecb141e940c90ff34778ce42113	1065.0	0.0	0.0	0.0	0.0	1264.0
b526eae2d8a908efa6ac93bdf7c71ee9	2295.0	0.0	0.0	0.0	0.0	21.0
715b6403213e25facec0403ecf425f79	0.0	0.0	2311.0	0.0	0.0	0.0
d09100142c1d2b7c4607e3db1fef1c09	2304.0	0.0	0.0	0.0	0.0	0.0
ced947156d6e426ae30a29185ec047b6	2278.0	0.0	0.0	0.0	0.0	0.0
fc1955e5726dd899db95b6e6b3560b81	0.0	0.0	2277.0	0.0	0.0	0.0
b9c71e707484e49334e7b62422125ae2	2276.0	0.0	0.0	0.0	0.0	0.0
fd8cfc4ca04cc884cedb30ce6e0fc567	0.0	0.0	2276.0	0.0	0.0	0.0
c05a879880bec9dc30fcdc6911b96204	2275.0	0.0	0.0	0.0	0.0	0.0
27d6debabc748c61070f766dca02f804	0.0	1150.0	0.0	0.0	0.0	1125.0
f165b9b357ad2a78beac171c1c31d98a	2253.0	0.0	0.0	0.0	0.0	0.0
c851e6f01f8de66ea8b2782242a8aea2	0.0	0.0	2240.0	0.0	0.0	0.0
bad0c851088d436414a7f01b1aae88ef	0.0	0.0	2239.0	0.0	0.0	0.0
2ba61835fdc16362ef822cd225ec8500	2229.0	0.0	0.0	0.0	0.0	0.0
227755c58740e65b42f8dec15034f05f	0.0	0.0	0.0	0.0	0.0	2226.0
36fba2f47a7f1c486313512512615151	2225.0	0.0	0.0	0.0	0.0	0.0
0fe498ff139199a0820b485b5674ba5b	2219.0	0.0	0.0	0.0	0.0	0.0
f4268980f52ab466e4799ce1656ba20a	2208.0	0.0	0.0	0.0	0.0	0.0
bd0e930c78349b5e8d779de55f8271b7	2199.0	0.0	0.0	0.0	0.0	0.0
ed376467aa2e99b1d08702f36331dffd	2196.0	0.0	0.0	0.0	0.0	0.0
0091a60df71fa7776653f19b06092441	0.0	0.0	0.0	0.0	0.0	2188.0
45f10bc55a6ef9d26f55d03c54e73e4c	2180.0	0.0	0.0	0.0	0.0	0.0
88e3121e334da438ccb21eceba19c7bb	0.0	0.0	2174.0	0.0	0.0	0.0
f15987f6c6ce83757ee80b2c7a78cc87	0.0	0.0	2172.0	0.0	0.0	0.0
04e8f85d47024281538947cc6c556156	2161.0	0.0	0.0	0.0	0.0	0.0
fde4bb253f3ec12f191c1902b3e45097	2161.0	0.0	0.0	0.0	0.0	0.0
25e0fd45e2672f2e5c798d287102b87d	2156.0	0.0	0.0	0.0	0.0	0.0
4e67b85515440a4ff8abe31f6bfbdd72	2146.0	0.0	0.0	0.0	0.0	0.0
56c27a251d18a7ef4dbf163b94e4b3ad	0.0	0.0	0.0	0.0	0.0	2134.0
7bb0f19b11eaee7e92f777ef8450d113	1231.0	0.0	0.0	0.0	0.0	898.0
f7e8ce3604b9bee92a7f458402a4a40c	0.0	0.0	0.0	0.0	2127.0	0.0
dcc00e6d8498da96a64f6bd41d033f3e	0.0	0.0	0.0	0.0	2126.0	0.0
3e4be5cddd4457d01f7858e6bacfed05	0.0	0.0	0.0	0.0	0.0	2115.0
5eebe8538012156ab77fc67c050db8ac	2107.0	0.0	0.0	0.0	0.0	0.0
3c9a81e859fd8c5c58930adec07b5775	0.0	25.0	0.0	0.0	0.0	2081.0
518639ede50a2c559f8cb516256dcd2f	2103.0	0.0	0.0	0.0	0.0	0.0
b8617063936221590184e6fa1f71dd5f	0.0	0.0	0.0	0.0	0.0	2097.0
a40100b48382c4e5660f1d356e47f8f2	2092.0	0.0	0.0	0.0	0.0	0.0
d01191e91705c5ccc63d4dfa83ab6c5f	2069.0	0.0	0.0	0.0	0.0	0.0
5a51740af33aeab3db5ad86cc8f9c1b4	2061.0	0.0	0.0	0.0	0.0	0.0
eca01fb729b22b06c5fa401c6cd9f406	0.0	0.0	0.0	0.0	0.0	2059.0
a81b4deb6855fd4cb432705d9b00f041	1660.0	0.0	0.0	367.0	0.0	30.0
e2e56be2200e534cf753f243def9a2de	0.0	0.0	0.0	0.0	0.0	2055.0
4c2afc5cf9c771559f7d16bfbe845b45	2054.0	0.0	0.0	0.0	0.0	0.0
3dc56a86e6c3cf3be9c022c26f9b4c9d	2046.0	0.0	0.0	0.0	0.0	0.0
e15026a8750f5a780b5f70d743bd06ff	0.0	0.0	2040.0	0.0	0.0	0.0
51e87e669bb2c41c467d420007d4ccc9	2039.0	0.0	0.0	0.0	0.0	0.0
2804566dd7d0682774fb9018c207a1a1	0.0	0.0	0.0	0.0	0.0	2025.0
5fe350f591d1f82ee5f2a0c8a8b9bca8	0.0	0.0	70.0	1946.0	0.0	0.0
dd93bc698bdb8d4a9caa83e404af4bb5	0.0	971.0	1040.0	0.0	0.0	0.0
691f2b610be5afba5181e2e038066734	0.0	0.0	2003.0	0.0	0.0	0.0
167686a1f7711bb2a001f64681669a04	0.0	2000.0	0.0	0.0	0.0	0.0
77402026b6edec9b8bb8691a9a93e097	1997.0	0.0	0.0	0.0	0.0	0.0
e51cd37039e0c000a65b8afd7e9402a5	0.0	0.0	0.0	0.0	0.0	1993.0
0611e644c71fcbfe32651a9a457fffcc	1991.0	0.0	0.0	0.0	0.0	0.0
6476bceb8d99e017a09206e0152ebb11	1986.0	0.0	0.0	0.0	0.0	0.0
f4b4ec778c6372a02f8c9872f65f60fc	1983.0	0.0	0.0	0.0	0.0	0.0
15b778b25e521672e2300aabf6b83515	1978.0	0.0	0.0	0.0	0.0	0.0
7b1a7b79e169aa698e70e38e721ccf80	0.0	0.0	1966.0	0.0	0.0	0.0
f33bb0ebec0743a8b6d79f509030b8e1	1960.0	0.0	0.0	0.0	0.0	0.0
b59485ba929ca6a200dd220d36aa42a3	0.0	0.0	1955.0	0.0	0.0	0.0
2c81a9d3417bbc81155caf38ad9d051a	0.0	0.0	0.0	0.0	0.0	1954.0
1b9588e64598489b6bb21b3903b8ea3f	0.0	0.0	0.0	0.0	0.0	1953.0
b3b535834099ed962121b742bee65da8	1941.0	0.0	0.0	0.0	0.0	0.0
87d6badc8b6914e06050309b72740404	1925.0	0.0	0.0	0.0	0.0	0.0
2782f46e1d310e65e7dabd747b150a0f	0.0	0.0	1925.0	0.0	0.0	0.0
b6e3285064cae61251eaca4297d20aff	0.0	0.0	0.0	0.0	0.0	1925.0
d9a025269f106c56546fe5fd84a230b1	0.0	0.0	0.0	0.0	0.0	1922.0
7a6ab9047a74911fa7bfb891b79477dc	0.0	0.0	0.0	0.0	0.0	1911.0
37f51b5d189fb3e5106055fe390c4a95	0.0	0.0	0.0	0.0	0.0	1909.0
1b098a902d6df8bddf77ce194e103379	0.0	0.0	0.0	0.0	0.0	1907.0
cb13a4a8510a2157dc4c47b925d3853a	0.0	1893.0	0.0	0.0	0.0	0.0
ec62f5ab04d9c4ebc9aa3850f7e776c5	0.0	0.0	1891.0	0.0	0.0	0.0
291f928300b685ab2cf62127ae0682f9	0.0	0.0	0.0	0.0	0.0	1882.0
995566b9f8ca8888892194d45f9b17eb	1880.0	0.0	0.0	0.0	0.0	0.0
78cbe1216037089518fc724429236ac5	1875.0	0.0	0.0	0.0	0.0	0.0
70e653560fa762a26d549c12b95f2172	679.0	0.0	0.0	0.0	0.0	1196.0
f18d976c004fdf1292111d5b440ae3f0	0.0	0.0	0.0	0.0	0.0	1874.0
abb1be48bbc0e9403b8dadb224ae510f	0.0	0.0	1871.0	0.0	0.0	0.0
40e2d9f71d5af0d1bc779c139564ac7b	0.0	0.0	0.0	0.0	0.0	1861.0
a118247d5ed1a3dfe749bd830286ebee	0.0	0.0	0.0	0.0	0.0	1861.0
4e63d02ff1a44df8edede4fd86f0fe76	0.0	0.0	0.0	0.0	0.0	1860.0
f7f74da4ecaa75b66dc11c8addf76eca	1857.0	0.0	0.0	0.0	0.0	0.0
141c1ffee8422f27a0e79da9aeccdc41	0.0	1855.0	0.0	0.0	0.0	0.0
633c41232e52e23d0be91861e3a47a8b	1853.0	0.0	0.0	0.0	0.0	0.0
c87e7de1f40113e9770983238c06652f	0.0	0.0	0.0	0.0	0.0	1852.0
52963d76c1e664c94a1702e2e1bb7171	1850.0	0.0	0.0	0.0	0.0	0.0
735688f33a290d7357a363b91fb11648	1847.0	0.0	0.0	0.0	0.0	0.0
180d75049e3a22fb7497bd1585a213c3	0.0	0.0	0.0	0.0	0.0	1843.0
8d9e93a36ecd5e6b04d0ba2016eca3b4	1842.0	0.0	0.0	0.0	0.0	0.0
4f16e832bf84501943b0ba315d5b2acc	0.0	0.0	0.0	0.0	0.0	1835.0
543bcf8142d93545b3091b994e3347fd	0.0	0.0	0.0	555.0	0.0	1279.0
c2d41dc0a7b8eaedcf4697512aee4427	41.0	22.0	521.0	191.0	47.0	1005.0
2b43028434e43fb6ca669a470abc2634	0.0	0.0	0.0	0.0	0.0	1819.0
d0e376dd304c0eb829f983f7e8196122	1818.0	0.0	0.0	0.0	0.0	0.0
a3c3d7a4139a646a8568e139e9ade9f3	1816.0	0.0	0.0	0.0	0.0	0.0
a3a842a4f97ee53b42801832efe8603a	0.0	0.0	1811.0	0.0	0.0	0.0
763569e5d1761854393c2414db7be86d	0.0	0.0	0.0	163.0	0.0	1648.0
bee0a96a3ae11aad3423cf2c46e9f2c4	1803.0	0.0	0.0	0.0	0.0	0.0
59832cca54ac0e0b3b55c5569d99d374	1115.0	0.0	0.0	0.0	0.0	686.0
f9aa84d8da9ab0efabbf032f23070bca	1800.0	0.0	0.0	0.0	0.0	0.0
636d5afa7a30beaeff12a11bb972e2b3	0.0	0.0	0.0	0.0	0.0	1798.0
ba3b882690495ddadff30bea4c3ce7ef	1795.0	0.0	0.0	0.0	0.0	0.0
8a84e114efd60aa0eeb52b7b46016ac2	0.0	0.0	0.0	101.0	0.0	1689.0
ac5fb1239e34ccb953072966fb28603b	1788.0	0.0	0.0	0.0	0.0	0.0
1ff7cd23769e059674035993a6516989	0.0	1788.0	0.0	0.0	0.0	0.0
f85d5417fa21dc65d739290f517987b6	0.0	0.0	0.0	0.0	0.0	1787.0
6299316ea8a82d46361d3dff64a2ae5a	1786.0	0.0	0.0	0.0	0.0	0.0
16a6a98f4df0a936030ab733e4dc735d	0.0	0.0	0.0	0.0	0.0	1786.0
